model,split_strategy,experiment_id,source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
bge-small,recent,title_file_w100_recent,title,file,w100,0.0910211747459866,0.1973472222222222,0.125,0.03725,0.1083333333333333,0.1022472314507198,0.087,0.1336568560638328,0.051,0.1526851006950186
bge-small,recent,title_module_w100_recent,title,module,w100,0.7493218253968255,0.8550892857142859,0.75,0.24425,0.6266666666666667,0.63275,0.564,0.9471666666666668,0.2929999999999999,0.9916666666666666
bge-small,recent,desc_file_w100_recent,desc,file,w100,0.0892370865104381,0.2081488095238095,0.15,0.0372313147834339,0.1166666666666666,0.0948909393965469,0.085,0.1151994735292591,0.0535,0.1440508256085523
bge-small,recent,desc_module_w100_recent,desc,module,w100,0.7988698412698413,0.8696309523809523,0.775,0.2634166666666667,0.6666666666666667,0.684,0.574,0.9659166666666666,0.2945,0.9975
bge-small,recent,comments_file_w100_recent,comments,file,w100,0.0954440821920753,0.2163809523809524,0.165,0.0463922343236638,0.1199999999999999,0.0996468917774993,0.091,0.1206697116244972,0.0525,0.1391817779895047
bge-small,recent,comments_module_w100_recent,comments,module,w100,0.7952573412698412,0.8557142857142855,0.745,0.2575833333333333,0.6716666666666667,0.6927500000000001,0.5779999999999998,0.973,0.2945,0.9975
bge-small,recent,title_file_w1000_recent,title,file,w1000,0.1640203682633616,0.3307321428571428,0.26,0.0783720261962042,0.1716666666666666,0.1614883052659716,0.1339999999999999,0.2070773857257417,0.088,0.2667445192458164
bge-small,recent,title_module_w1000_recent,title,module,w1000,0.6063449404761905,0.7434642857142858,0.59,0.1935,0.4783333333333333,0.4751666666666667,0.428,0.7341666666666665,0.2945,0.9975
bge-small,recent,desc_file_w1000_recent,desc,file,w1000,0.1683487801136431,0.3292599206349206,0.255,0.0781038638030418,0.18,0.1602077276060836,0.14,0.2043498003266447,0.0935,0.275539448443412
bge-small,recent,desc_module_w1000_recent,desc,module,w1000,0.6104715277777778,0.7021071428571427,0.55,0.1824166666666666,0.4566666666666666,0.45825,0.44,0.7445833333333334,0.2945,0.99875
bge-small,recent,comments_file_w1000_recent,comments,file,w1000,0.1715446710981135,0.3369484126984127,0.255,0.0775205304697085,0.1883333333333333,0.1700055519082183,0.143,0.2152639552695628,0.0945,0.2819072963577716
bge-small,recent,comments_module_w1000_recent,comments,module,w1000,0.6135879960317461,0.6953690476190476,0.535,0.1774166666666666,0.4533333333333333,0.4618333333333334,0.44,0.7418333333333333,0.295,1.0
bge-small,recent,title_file_all_recent,title,file,all,0.2194439138790573,0.4304047619047619,0.315,0.0987627992162876,0.2416666666666666,0.2183848747012221,0.19,0.2872330913736169,0.118,0.3494079045760964
bge-small,recent,title_module_all_recent,title,module,all,0.689606746031746,0.7960059523809524,0.67,0.2174166666666666,0.5516666666666667,0.561,0.5209999999999999,0.8816666666666666,0.2929999999999999,0.99375
bge-small,recent,desc_file_all_recent,desc,file,all,0.220570549459477,0.4339206349206349,0.33,0.1065388981173864,0.245,0.2180930464314527,0.18,0.2582851578471949,0.1169999999999999,0.3326424107364246
bge-small,recent,desc_module_all_recent,desc,module,all,0.6467781746031745,0.7458452380952381,0.61,0.2024166666666666,0.5066666666666666,0.5080833333333333,0.488,0.8095833333333334,0.2939999999999999,0.99625
bge-small,recent,comments_file_all_recent,comments,file,all,0.2317097396658167,0.4591190476190476,0.355,0.1127167366946778,0.2566666666666666,0.2317562755871579,0.1879999999999999,0.2848090625934333,0.119,0.348586024616085
bge-small,recent,comments_module_all_recent,comments,module,all,0.6517766865079365,0.7376369047619048,0.6,0.20225,0.505,0.5068333333333334,0.5019999999999999,0.8379166666666668,0.2939999999999999,0.99625
bge-small,modn,title_file_w100_modn,title,file,w100,0.0842950637719229,0.239265873015873,0.155,0.0421587301587301,0.12,0.0859526864424743,0.094,0.1102741150139029,0.066,0.1485836388234267
bge-small,modn,title_module_w100_modn,title,module,w100,0.7027835317460317,0.7327142857142858,0.555,0.1908333333333333,0.6066666666666667,0.63825,0.5389999999999999,0.9344166666666668,0.2739999999999999,0.949
bge-small,modn,desc_file_w100_modn,desc,file,w100,0.065098535430072,0.1753710317460317,0.09,0.0269087301587301,0.09,0.073151099140887,0.071,0.095198718188506,0.051,0.1290231673711642
bge-small,modn,desc_module_w100_modn,desc,module,w100,0.682759126984127,0.7179583333333333,0.53,0.1865833333333333,0.5916666666666667,0.6211666666666666,0.5209999999999999,0.89825,0.2739999999999999,0.949
bge-small,modn,comments_file_w100_modn,comments,file,w100,0.0702009710035275,0.1885238095238095,0.1,0.0295119047619047,0.0916666666666666,0.076453634085213,0.0819999999999999,0.1047701467599346,0.061,0.1479101609745757
bge-small,modn,comments_module_w100_modn,comments,module,w100,0.6845744047619047,0.722375,0.54,0.1896666666666666,0.59,0.6226666666666667,0.5209999999999999,0.8990833333333333,0.2739999999999999,0.949
bge-small,modn,title_file_w1000_modn,title,file,w1000,0.1470014905181882,0.2934464285714286,0.205,0.0704911158493248,0.15,0.1414346126510305,0.122,0.1796104326850595,0.088,0.2617813368223816
bge-small,modn,title_module_w1000_modn,title,module,w1000,0.6332779761904761,0.7193531746031746,0.55,0.1970833333333333,0.5033333333333334,0.5301666666666667,0.439,0.7739166666666667,0.2809999999999999,0.9820833333333332
bge-small,modn,desc_file_w1000_modn,desc,file,w1000,0.1563708365532503,0.3028849206349207,0.22,0.0782261904761904,0.1583333333333333,0.1446043914626004,0.129,0.1844192349938618,0.091,0.259985882276927
bge-small,modn,desc_module_w1000_modn,desc,module,w1000,0.5995318452380952,0.6349424603174603,0.425,0.1523333333333333,0.455,0.4801666666666666,0.446,0.7835833333333333,0.2825,0.99125
