model,split_strategy,experiment_id,source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
bge-small,recent,title_file_w100_recent,title,file,w100,0.0752705412973546,0.180861111111111,0.135,0.0289099006474006,0.0983333333333333,0.0627783655158655,0.081,0.0797260158918053,0.0619999999999999,0.1141287951853409
bge-small,recent,title_module_w100_recent,title,module,w100,0.6225140873015873,0.7284761904761905,0.555,0.3005833333333333,0.3966666666666666,0.6419999999999999,0.296,0.7807499999999998,0.1939999999999999,0.97525
bge-small,recent,desc_file_w100_recent,desc,file,w100,0.0828689894744479,0.2383670634920635,0.185,0.0291338708991168,0.1283333333333333,0.0745549718220035,0.098,0.0937635385820408,0.0715,0.1281414388483682
bge-small,recent,desc_module_w100_recent,desc,module,w100,0.6442343253968253,0.7369285714285715,0.56,0.3044166666666666,0.4316666666666666,0.7060833333333334,0.311,0.81675,0.1939999999999999,0.97525
bge-small,recent,diff_file_w100_recent,diff,file,w100,0.0923001742307563,0.2465099206349206,0.21,0.0388559297226463,0.1433333333333333,0.0697217430759596,0.119,0.0934118069803092,0.0795,0.1284626137075865
bge-small,recent,diff_module_w100_recent,diff,module,w100,0.6307719246031745,0.7218452380952382,0.54,0.2874166666666666,0.4066666666666666,0.657,0.33,0.8565,0.194,0.97525
bge-small,recent,title_file_w1000_recent,title,file,w1000,0.10270213978374,0.2451289682539682,0.18,0.0473431126621916,0.145,0.08670039990992,0.12,0.1166402617637524,0.084,0.1590376935674149
bge-small,recent,title_module_w1000_recent,title,module,w1000,0.5665689814814815,0.6775138888888889,0.485,0.2815833333333333,0.37,0.6075833333333334,0.279,0.7368333333333333,0.187,0.9434166666666668
bge-small,recent,desc_file_w1000_recent,desc,file,w1000,0.1202744404809859,0.2982480158730158,0.215,0.0562272217347277,0.1683333333333332,0.1084062157670112,0.141,0.1430996335886854,0.093,0.1853298453703678
bge-small,recent,desc_module_w1000_recent,desc,module,w1000,0.6205078703703704,0.7419900793650794,0.58,0.3356666666666666,0.3933333333333333,0.6405000000000001,0.282,0.7478333333333333,0.1925,0.96775
bge-small,recent,diff_file_w1000_recent,diff,file,w1000,0.1243109700549057,0.2873174603174603,0.21,0.0636783495542766,0.1733333333333333,0.1077467215643652,0.14,0.1349984881801024,0.097,0.1750199448488943
bge-small,recent,diff_module_w1000_recent,diff,module,w1000,0.6054581349206348,0.7107202380952381,0.54,0.3075833333333334,0.375,0.61575,0.293,0.7822500000000001,0.196,0.9831666666666666
bge-small,recent,title_file_all_recent,title,file,all,0.0868724891483723,0.1927440476190476,0.13,0.0341148896038601,0.11,0.0768609651657252,0.098,0.1032936291608892,0.067,0.1314280894078494
bge-small,recent,title_module_all_recent,title,module,all,0.4488593584656085,0.5611845238095239,0.34,0.2093333333333333,0.295,0.4867499999999999,0.243,0.6640833333333334,0.156,0.8141666666666666
bge-small,recent,desc_file_all_recent,desc,file,all,0.1065889163099065,0.2589801587301587,0.17,0.0418989385661986,0.1416666666666666,0.0895503461193919,0.126,0.1302209527274985,0.0915,0.181801313986728
bge-small,recent,desc_module_all_recent,desc,module,all,0.4879557539682539,0.6093134920634921,0.4,0.2389166666666666,0.3316666666666667,0.5464166666666667,0.263,0.7040000000000001,0.1585,0.8154166666666666
bge-small,recent,diff_file_all_recent,diff,file,all,0.1053479362937693,0.2377876984126984,0.13,0.0360499145421746,0.15,0.0894170152962318,0.138,0.1217434057008785,0.098,0.1835375301399519
bge-small,recent,diff_module_all_recent,diff,module,all,0.4873554563492063,0.5904484126984128,0.37,0.2166666666666666,0.3183333333333333,0.53725,0.259,0.7019166666666666,0.175,0.8905833333333333
bge-small,modn,title_file_w100_modn,title,file,w100,0.0261636513949013,0.0568333333333333,0.03,0.0066628787878787,0.03,0.0187830086580086,0.031,0.0363246753246753,0.023,0.0574258658008658
bge-small,modn,title_module_w100_modn,title,module,w100,0.5244811507936508,0.5822638888888889,0.38,0.2543333333333333,0.2933333333333333,0.6040833333333333,0.236,0.7517499999999999,0.1435,0.9075
bge-small,modn,desc_file_w100_modn,desc,file,w100,0.0288795334295334,0.0559960317460317,0.02,0.0095833333333333,0.0299999999999999,0.0209734848484848,0.028,0.0363068181818181,0.0235,0.0715806277056277
bge-small,modn,desc_module_w100_modn,desc,module,w100,0.5563333333333333,0.6152638888888888,0.42,0.2868333333333333,0.3166666666666666,0.6361666666666665,0.242,0.7700833333333335,0.1435,0.9075
bge-small,modn,diff_file_w100_modn,diff,file,w100,0.0338240214646464,0.0796210317460317,0.05,0.0136508838383838,0.0533333333333333,0.0270965909090909,0.0409999999999999,0.0354400252525252,0.0325,0.0644360569985569
bge-small,modn,diff_module_w100_modn,diff,module,w100,0.5209359126984127,0.5722103174603174,0.355,0.2433333333333333,0.3033333333333333,0.6190833333333333,0.246,0.7760833333333333,0.1435,0.9075
bge-small,modn,title_file_w1000_modn,title,file,w1000,0.0497453979693034,0.1063769841269841,0.085,0.0227910353535353,0.055,0.0378575036075036,0.046,0.0465978535353535,0.043,0.0736691363185928
bge-small,modn,title_module_w1000_modn,title,module,w1000,0.509630291005291,0.5715813492063492,0.375,0.2676666666666666,0.2966666666666666,0.6088333333333333,0.22,0.72925,0.145,0.9133333333333332
