model,split_strategy,experiment_id,source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
bge-small,recent,title_file_w100_recent,title,file,w100,0.2062941236895448,0.3719146825396825,0.31,0.1438706787203476,0.1666666666666666,0.2188746469743158,0.11,0.2373618795485049,0.066,0.2630295828977872
bge-small,recent,title_module_w100_recent,title,module,w100,0.636794246031746,0.6804880952380953,0.495,0.29725,0.405,0.7356666666666666,0.291,0.8614166666666666,0.168,0.9923333333333332
bge-small,recent,desc_file_w100_recent,desc,file,w100,0.1725187857887178,0.3459722222222222,0.29,0.1155401065147753,0.1533333333333333,0.1807736828799306,0.105,0.1970193348887406,0.0635,0.2290410520604577
bge-small,recent,desc_module_w100_recent,desc,module,w100,0.6628861111111111,0.7216428571428571,0.585,0.3645,0.3683333333333333,0.6589999999999999,0.307,0.8924166666666667,0.168,0.9923333333333332
bge-small,recent,comments_file_w100_recent,comments,file,w100,0.1686359221270383,0.3451150793650794,0.29,0.1132572782319471,0.1549999999999999,0.1811903495465973,0.102,0.1937006214384481,0.062,0.2266915571109628
bge-small,recent,comments_module_w100_recent,comments,module,w100,0.6732373015873016,0.7325238095238095,0.6,0.3745,0.38,0.6831666666666666,0.308,0.8949166666666667,0.168,0.9923333333333332
bge-small,recent,title_file_w1000_recent,title,file,w1000,0.1664815785894792,0.2832063492063492,0.215,0.0934308910921814,0.1433333333333333,0.1718665673849584,0.1169999999999999,0.2064264620805917,0.0819999999999999,0.2632758805422193
bge-small,recent,title_module_w1000_recent,title,module,w1000,0.5787799603174604,0.6405595238095237,0.48,0.3379166666666666,0.3183333333333333,0.5990833333333334,0.242,0.7385833333333334,0.1635,0.9721666666666668
bge-small,recent,desc_file_w1000_recent,desc,file,w1000,0.1259669693338029,0.2182539682539682,0.155,0.0640746045424738,0.1133333333333333,0.1248065228238403,0.095,0.1632503063021438,0.0655,0.2111627559308529
bge-small,recent,desc_module_w1000_recent,desc,module,w1000,0.6681799603174602,0.7056150793650794,0.535,0.33825,0.41,0.7531666666666667,0.285,0.856,0.17,0.999
bge-small,recent,comments_file_w1000_recent,comments,file,w1000,0.0992565120951037,0.1986984126984126,0.13,0.0491059226252624,0.1016666666666666,0.0879046638984519,0.09,0.1349956376192514,0.061,0.1863270964185795
bge-small,recent,comments_module_w1000_recent,comments,module,w1000,0.7120468253968254,0.742406746031746,0.59,0.3985,0.42,0.7702500000000001,0.29,0.8682500000000001,0.1695,0.994
bge-small,recent,title_file_all_recent,title,file,all,0.0588986626376411,0.1266388888888888,0.09,0.0331126984126984,0.0599999999999999,0.0544936135549038,0.048,0.0740799230787134,0.037,0.1162719865707769
bge-small,recent,title_module_all_recent,title,module,all,0.4132946428571429,0.4648075396825396,0.23,0.1625,0.2383333333333333,0.4732499999999999,0.198,0.6224166666666666,0.147,0.88075
bge-small,recent,desc_file_all_recent,desc,file,all,0.074681065253915,0.1626031746031745,0.1,0.0399861047546402,0.08,0.0672873971452299,0.075,0.1070007028430585,0.0519999999999999,0.1480796666475441
bge-small,recent,desc_module_all_recent,desc,module,all,0.5446501322751323,0.6016031746031746,0.42,0.2716666666666666,0.32,0.5913333333333334,0.244,0.7295833333333335,0.1585,0.9410833333333334
bge-small,recent,comments_file_all_recent,comments,file,all,0.1008601145579718,0.2244662698412698,0.155,0.0521492700207466,0.11,0.1059888390856425,0.093,0.1459738838701355,0.0655,0.1839973785747347
bge-small,recent,comments_module_all_recent,comments,module,all,0.5476778108465608,0.6041349206349207,0.415,0.2791666666666666,0.3216666666666666,0.5938333333333334,0.247,0.7514166666666666,0.1585,0.94025
bge-small,modn,title_file_w100_modn,title,file,w100,0.0519685269392753,0.1399940476190476,0.1,0.0317671362950774,0.0616666666666666,0.0512842285707329,0.05,0.0633453607776263,0.038,0.084140529046497
bge-small,modn,title_module_w100_modn,title,module,w100,0.4495751984126984,0.5344880952380953,0.29,0.1636666666666666,0.3116666666666666,0.5340833333333334,0.26,0.7325,0.1595,0.8829166666666666
bge-small,modn,desc_file_w100_modn,desc,file,w100,0.0572069445882956,0.1510138888888889,0.12,0.0355429149666173,0.0766666666666666,0.0598717239411876,0.06,0.0733589180089255,0.0385,0.0808957917975991
bge-small,modn,desc_module_w100_modn,desc,module,w100,0.511754761904762,0.6068630952380952,0.37,0.2189166666666666,0.335,0.5988333333333332,0.278,0.7849166666666666,0.1595,0.8829166666666666
bge-small,modn,comments_file_w100_modn,comments,file,w100,0.0643675158284971,0.1539087301587301,0.125,0.0390929149666173,0.075,0.0644513133131682,0.063,0.08411732137027,0.0395,0.0923885729975603
bge-small,modn,comments_module_w100_modn,comments,module,w100,0.5115619047619048,0.6011011904761905,0.37,0.21725,0.35,0.6234166666666666,0.278,0.7918333333333334,0.1595,0.8829166666666666
bge-small,modn,title_file_w1000_modn,title,file,w1000,0.0700244411979958,0.1474126984126984,0.09,0.0334106702136895,0.0816666666666666,0.0776104677280031,0.063,0.0954335311040858,0.0445,0.1276190276543247
bge-small,modn,title_module_w1000_modn,title,module,w1000,0.4692156746031746,0.5525912698412698,0.36,0.2171666666666666,0.27,0.4730833333333333,0.214,0.6054166666666666,0.1745,0.9380833333333334
bge-small,modn,desc_file_w1000_modn,desc,file,w1000,0.0632900125723073,0.1676230158730159,0.095,0.0324305114835307,0.0816666666666666,0.0657228264861231,0.074,0.0956938886674627,0.0545,0.1246938731162539
bge-small,modn,desc_module_w1000_modn,desc,module,w1000,0.4532486772486772,0.5219027777777778,0.285,0.16325,0.2783333333333333,0.4868333333333333,0.236,0.6755833333333334,0.1775,0.95425
bge-small,modn,comments_file_w1000_modn,comments,file,w1000,0.0622454104499662,0.1780257936507936,0.115,0.0327229146301727,0.0866666666666666,0.0691884959089725,0.078,0.0884639542238547,0.055,0.1162402816561427
bge-small,modn,comments_module_w1000_modn,comments,module,w1000,0.4649922949735449,0.5502043650793651,0.33,0.1803333333333333,0.2833333333333332,0.5041666666666667,0.2339999999999999,0.6714166666666667,0.177,0.9528333333333332
bge-small,modn,title_file_all_modn,title,file,all,0.108131384858701,0.2134523809523809,0.135,0.0498145671777197,0.1116666666666666,0.1061039879332342,0.095,0.1405015545156494,0.0755,0.2098917098778301
bge-small,modn,title_module_all_modn,title,module,all,0.4033840608465608,0.4970376984126984,0.325,0.2076666666666666,0.2233333333333333,0.3995833333333333,0.186,0.5440833333333334,0.145,0.80925
bge-small,modn,desc_file_all_modn,desc,file,all,0.1256945171563151,0.2527559523809523,0.155,0.0507901378122582,0.135,0.1288234089393414,0.124,0.1676483735334688,0.105,0.2379665093621286
bge-small,modn,desc_module_all_modn,desc,module,all,0.3971587301587301,0.5143670634920635,0.345,0.1881666666666666,0.2433333333333333,0.4072499999999999,0.201,0.5638333333333333,0.1495,0.8215
bge-small,modn,comments_file_all_modn,comments,file,all,0.1250336408345169,0.2578373015873015,0.155,0.0528734711455915,0.1466666666666666,0.1270491614477026,0.128,0.1620602667092306,0.1095,0.2259780465356041
bge-small,modn,comments_module_all_modn,comments,module,all,0.4166175264550265,0.540781746031746,0.385,0.2119166666666666,0.24,0.3907499999999999,0.21,0.5969166666666667,0.152,0.8377500000000001
